PDEC.223.1.P00010054	PJENN.M.1.P00330030,PJENN.M.1.P01930052	PNOV.TE.1.P01410040,PNOV.TE.1.P00360013	POCT.K8.1.P71800002769770160
PDEC.223.1.P00390104,PDEC.223.1.P01020091	PJENN.M.1.P00830082,PJENN.M.1.P00360074	PNOV.TE.1.P00980043	POCT.K8.1.P71800002770200292,POCT.K8.1.P71800002770220053
PDEC.223.1.P01020113	PJENN.M.1.P00360051	PNOV.TE.1.P00980058	POCT.K8.1.P71800002770220033
PDEC.223.1.P00390131,PDEC.223.1.P01020114	PJENN.M.1.P00830055,PJENN.M.1.P00360050	PNOV.TE.1.P00140034,PNOV.TE.1.P00980059	POCT.K8.1.P71800002770200317,POCT.K8.1.P71800002770220032
PDEC.223.1.P01020119	PJENN.M.1.P00830045,PJENN.M.1.P00360044	PNOV.TE.1.P00980063	POCT.K8.1.P71800002770220027
PDEC.223.1.P01020034	PJENN.M.1.P00830151,PJENN.M.1.P00360146	PNOV.TE.1.P04730026	POCT.K8.1.P71800002770220109
PDEC.223.1.P00390035,PDEC.223.1.P01020039	PJENN.M.1.P00830146,PJENN.M.1.P00360136	PNOV.TE.1.P00140115,PNOV.TE.1.P04730032	POCT.K8.1.P71800002770200231,POCT.K8.1.P71800002770220104
PDEC.223.1.P00390035,PDEC.223.1.P01020039	PJENN.M.1.P00830146,PJENN.M.1.P00360136	PNOV.TE.1.P00140115,PNOV.TE.1.P04730032	POCT.K8.1.P71800002770200231,POCT.K8.1.P71800002770220104
PDEC.223.1.P01030004,PDEC.223.1.P01770007	PJENN.M.1.P00350095,PJENN.M.1.P00100098	PNOV.TE.1.P03010037,PNOV.TE.1.P01060054	POCT.K8.1.P71800002770050101,POCT.K8.1.P71800002770800211
PDEC.223.1.P01030009,PDEC.223.1.P01770010	PJENN.M.1.P00350090,PJENN.M.1.P00100093	PNOV.TE.1.P03010030,PNOV.TE.1.P01060050	POCT.K8.1.P71800002770050095,POCT.K8.1.P71800002770800214
PDEC.223.1.P01030012,PDEC.223.1.P01770013	PJENN.M.1.P00350087,PJENN.M.1.P00100090	PNOV.TE.1.P03010027,PNOV.TE.1.P01060046	POCT.K8.1.P71800002770050092,POCT.K8.1.P71800002770800217
PDEC.223.1.P01030028,PDEC.223.1.P01770024	PJENN.M.1.P00350073,PJENN.M.1.P00100078	PNOV.TE.1.P03010012,PNOV.TE.1.P01060037	POCT.K8.1.P71800002770050077,POCT.K8.1.P71800002770800227
PDEC.223.1.P01030007,PDEC.223.1.P01770009	PJENN.M.1.P00350092,PJENN.M.1.P00100095	PNOV.TE.1.P03010033,PNOV.TE.1.P01060051	POCT.K8.1.P71800002770050099,POCT.K8.1.P71800002770800213
PDEC.223.1.P01030007,PDEC.223.1.P01770009	PJENN.M.1.P00350092,PJENN.M.1.P00100095	PNOV.TE.1.P03010033,PNOV.TE.1.P01060051	POCT.K8.1.P71800002770050099,POCT.K8.1.P71800002770800213
PDEC.223.1.P01030007,PDEC.223.1.P01770009	PJENN.M.1.P00350092,PJENN.M.1.P00100095	PNOV.TE.1.P03010033,PNOV.TE.1.P01060051	POCT.K8.1.P71800002770050099,POCT.K8.1.P71800002770800213
PDEC.223.1.P01030026	PJENN.M.1.P00350075	PNOV.TE.1.P03010014	POCT.K8.1.P71800002770050079
PDEC.223.1.P01030050	PJENN.M.1.P00350048	PNOV.TE.1.P02130023	POCT.K8.1.P71800002770050053
PDEC.223.1.P01040044,PDEC.223.1.P01240061	PJENN.M.1.P00580067,PJENN.M.1.P00750102	PNOV.TE.1.P03630005	POCT.K8.1.P71800002770150035,POCT.K8.1.P71800002770540150
PDEC.223.1.P01040070,PDEC.223.1.P01240093	PJENN.M.1.P00580098,PJENN.M.1.P00750076	PNOV.TE.1.P03630032,PNOV.TE.1.P03670028	POCT.K8.1.P71800002770150063,POCT.K8.1.P71800002770540118
PDEC.223.1.P01040112,PDEC.223.1.P03100025	PJENN.M.1.P00580152,PJENN.M.1.P00750036	PNOV.TE.1.P03410031,PNOV.TE.1.P02950027	POCT.K8.1.P71800002770150100,POCT.K8.1.P71800002770540074
PDEC.223.1.P01040118,PDEC.223.1.P03100032	PJENN.M.1.P00580160,PJENN.M.1.P00750028	PNOV.TE.1.P03410025	POCT.K8.1.P71800002770150106,POCT.K8.1.P71800002770540068
PDEC.223.1.P01040118,PDEC.223.1.P03100032	PJENN.M.1.P00580160,PJENN.M.1.P00750028	PNOV.TE.1.P03410025	POCT.K8.1.P71800002770150106,POCT.K8.1.P71800002770540068
PDEC.223.1.P01040132,PDEC.223.1.P03100011	PJENN.M.1.P00580173,PJENN.M.1.P00750013	PNOV.TE.1.P03410012,PNOV.TE.1.P02950007	POCT.K8.1.P71800002770150120,POCT.K8.1.P71800002770540050
PDEC.223.1.P01040139	PJENN.M.1.P00580177	PNOV.TE.1.P03410005	POCT.K8.1.P71800002770150127,POCT.K8.1.P71800002770540046
PDEC.223.1.P01040077,PDEC.223.1.P01240099	PJENN.M.1.P00580108,PJENN.M.1.P00750069	PNOV.TE.1.P03630038,PNOV.TE.1.P03670034	POCT.K8.1.P71800002770150068,POCT.K8.1.P71800002770540112
PDEC.223.1.P01040080,PDEC.223.1.P01240102	PJENN.M.1.P00580111,PJENN.M.1.P00750066	PNOV.TE.1.P06310023,PNOV.TE.1.P06040023	POCT.K8.1.P71800002770150070,POCT.K8.1.P71800002770540110
PDEC.223.1.P01040091,PDEC.223.1.P01240111	PJENN.M.1.P00580124,PJENN.M.1.P00750057	PNOV.TE.1.P06310014,PNOV.TE.1.P06040014	POCT.K8.1.P71800002770150079,POCT.K8.1.P71800002770540100
PDEC.223.1.P01040092,PDEC.223.1.P01240112	PJENN.M.1.P00580123,PJENN.M.1.P00750056	PNOV.TE.1.P06310013,PNOV.TE.1.P06040013	POCT.K8.1.P71800002770150080,POCT.K8.1.P71800002770540099
PDEC.223.1.P01040113,PDEC.223.1.P03100026	PJENN.M.1.P00580153	PNOV.TE.1.P03410030	POCT.K8.1.P71800002770150101
PDEC.223.1.P01040122	PJENN.M.1.P00580164	PNOV.TE.1.P03410021	POCT.K8.1.P71800002770150110
PDEC.223.1.P01050014	PJENN.M.1.P03420014,PJENN.M.1.P03360010	PNOV.TE.1.P04840013	POCT.K8.1.P71800002770440315
PDEC.223.1.P01050014	PJENN.M.1.P03420014,PJENN.M.1.P03360010	PNOV.TE.1.P04840013	POCT.K8.1.P71800002770440315
PDEC.223.1.P01050014	PJENN.M.1.P03420014,PJENN.M.1.P03360010	PNOV.TE.1.P04840013	POCT.K8.1.P71800002770440315
PDEC.223.1.P03650029,PDEC.223.1.P01050096	PJENN.M.1.P03390012,PJENN.M.1.P03320021	PNOV.TE.1.P01780001,PNOV.TE.1.P01510069	POCT.K8.1.P71800002770400217,NA
PDEC.223.1.P01050053	PJENN.M.1.P02810024	PNOV.TE.1.P01510028	POCT.K8.1.P71800002770440278
PDEC.223.1.P02320051,PDEC.223.1.P01050065	PJENN.M.1.P02790011,PJENN.M.1.P02810013	PNOV.TE.1.P01780037,PNOV.TE.1.P01510038	POCT.K8.1.P71800002770890082,POCT.K8.1.P71800002770440269
PDEC.223.1.P02320053,PDEC.223.1.P01050068	PJENN.M.1.P02790008,PJENN.M.1.P02810009	PNOV.TE.1.P01780035,PNOV.TE.1.P01510041	POCT.K8.1.P71800002770890084,POCT.K8.1.P71800002770440266
PDEC.223.1.P02320069,PDEC.223.1.P01050077	PJENN.M.1.P03390032	PNOV.TE.1.P01780022,PNOV.TE.1.P01510049	POCT.K8.1.P71800002770890095,POCT.K8.1.P71800002770440258
PDEC.223.1.P02320077,PDEC.223.1.P01050083	PJENN.M.1.P03320007	PNOV.TE.1.P01780015,PNOV.TE.1.P01510055	POCT.K8.1.P71800002770890102,POCT.K8.1.P71800002770440250
NA,PDEC.223.1.P01050088	PJENN.M.1.P03390022,PJENN.M.1.P03320012	PNOV.TE.1.P01780010,PNOV.TE.1.P01510060	POCT.K8.1.P71800002770890106,POCT.K8.1.P71800002770440245
PDEC.223.1.P03650033,PDEC.223.1.P01050091	PJENN.M.1.P03390018	PNOV.TE.1.P01780005,PNOV.TE.1.P01510063	POCT.K8.1.P71800002770890110,POCT.K8.1.P71800002770440242
PDEC.223.1.P01050092	PJENN.M.1.P03390017,PJENN.M.1.P03320017	PNOV.TE.1.P01510064	POCT.K8.1.P71800002770440241
PDEC.223.1.P01110006,PDEC.223.1.P01060007	PJENN.M.1.P00600158,PJENN.M.1.P00560146	PNOV.TE.1.P00130144	POCT.K8.1.P71800002769320063,POCT.K8.1.P71800002769450085
PDEC.223.1.P01110007,PDEC.223.1.P01060008	PJENN.M.1.P00600157,PJENN.M.1.P00560145	PNOV.TE.1.P00250014,PNOV.TE.1.P00130143	POCT.K8.1.P71800002769320064,POCT.K8.1.P71800002769450086
PDEC.223.1.P01110010,PDEC.223.1.P01060013	PJENN.M.1.P00600154,PJENN.M.1.P00560139	PNOV.TE.1.P00250017,PNOV.TE.1.P00130138	POCT.K8.1.P71800002769320067,POCT.K8.1.P71800002769450091
PDEC.223.1.P01110034,PDEC.223.1.P01060037	PJENN.M.1.P00600127,PJENN.M.1.P00560114	PNOV.TE.1.P00250040,PNOV.TE.1.P00130113	POCT.K8.1.P71800002769320091,POCT.K8.1.P71800002769450115
PDEC.223.1.P01110041,PDEC.223.1.P01060042	PJENN.M.1.P00600119,PJENN.M.1.P00560110	PNOV.TE.1.P00250047,PNOV.TE.1.P00130109	POCT.K8.1.P71800002769320098,POCT.K8.1.P71800002769450119
PDEC.223.1.P01110047,PDEC.223.1.P01060049	PJENN.M.1.P00600111,PJENN.M.1.P00560104	PNOV.TE.1.P00250054,PNOV.TE.1.P00130102	POCT.K8.1.P71800002769320105,POCT.K8.1.P71800002769450127
PDEC.223.1.P01110076,PDEC.223.1.P01060081	PJENN.M.1.P00600075,PJENN.M.1.P00560069	PNOV.TE.1.P00250083,PNOV.TE.1.P00130067	POCT.K8.1.P71800002769320135,POCT.K8.1.P71800002769450160
PDEC.223.1.P01110077,PDEC.223.1.P01060082	PJENN.M.1.P00600074,PJENN.M.1.P00560068	PNOV.TE.1.P00250084,PNOV.TE.1.P00130066	POCT.K8.1.P71800002769450161
PDEC.223.1.P01110081,PDEC.223.1.P01060089	PJENN.M.1.P00600067,PJENN.M.1.P00560063	PNOV.TE.1.P00130059	POCT.K8.1.P71800002769320139,POCT.K8.1.P71800002769450168
PDEC.223.1.P01110084,PDEC.223.1.P01060090	PJENN.M.1.P00600062,PJENN.M.1.P00560061	PNOV.TE.1.P00250088,PNOV.TE.1.P00130058	POCT.K8.1.P71800002769320140,POCT.K8.1.P71800002769450169
PDEC.223.1.P01110085,PDEC.223.1.P01060091	PJENN.M.1.P00600061,PJENN.M.1.P00560060	PNOV.TE.1.P00250089,PNOV.TE.1.P00130057	POCT.K8.1.P71800002769320141,POCT.K8.1.P71800002769450170
PDEC.223.1.P01110087,PDEC.223.1.P01060094	PJENN.M.1.P00600058,PJENN.M.1.P00560057	PNOV.TE.1.P00250091,PNOV.TE.1.P00130054	POCT.K8.1.P71800002769320143,POCT.K8.1.P71800002769450173
PDEC.223.1.P01110112,PDEC.223.1.P01060123	PJENN.M.1.P00600027,PJENN.M.1.P00560032	PNOV.TE.1.P00250114,PNOV.TE.1.P00130027	POCT.K8.1.P71800002769320169,POCT.K8.1.P71800002769450201
PDEC.223.1.P01110112,PDEC.223.1.P01060123	PJENN.M.1.P00600027,PJENN.M.1.P00560032	PNOV.TE.1.P00250114,PNOV.TE.1.P00130027	POCT.K8.1.P71800002769320169,POCT.K8.1.P71800002769450201
PDEC.223.1.P01060009	PJENN.M.1.P00560144	PNOV.TE.1.P00130142	POCT.K8.1.P71800002769450087
PDEC.223.1.P01110044,PDEC.223.1.P01060046	PJENN.M.1.P00600115,PJENN.M.1.P00560106	PNOV.TE.1.P00250050	POCT.K8.1.P71800002769320101,POCT.K8.1.P71800002769450124
PDEC.223.1.P01060059	PJENN.M.1.P00560095	PNOV.TE.1.P00130092	POCT.K8.1.P71800002769450137
PDEC.223.1.P01110058,PDEC.223.1.P01060062	PJENN.M.1.P00600097,PJENN.M.1.P00560093	PNOV.TE.1.P00250064,PNOV.TE.1.P00130089	POCT.K8.1.P71800002769320116,POCT.K8.1.P71800002769450140
PDEC.223.1.P01060065	PJENN.M.1.P00600095,PJENN.M.1.P00560090	PNOV.TE.1.P00130086	POCT.K8.1.P71800002769450143
PDEC.223.1.P01110067,PDEC.223.1.P01060073	PJENN.M.1.P00600084,PJENN.M.1.P00560080	PNOV.TE.1.P00250075,PNOV.TE.1.P00130078	POCT.K8.1.P71800002769320126,POCT.K8.1.P71800002769450152
PDEC.223.1.P01110095,PDEC.223.1.P01060104	PJENN.M.1.P00600047	PNOV.TE.1.P00250098,PNOV.TE.1.P00130045	POCT.K8.1.P71800002769320151,POCT.K8.1.P71800002769450184
PDEC.223.1.P01450077,PDEC.223.1.P01070101	PJENN.M.1.P01920077,PJENN.M.1.P01890073	PNOV.TE.1.P10900005,PNOV.TE.1.P09050008	POCT.K8.1.P71800002771610210,POCT.K8.1.P71800002770590305
PDEC.223.1.P01450077,PDEC.223.1.P01070101	PJENN.M.1.P01920077,PJENN.M.1.P01890073	PNOV.TE.1.P10900005,PNOV.TE.1.P09050008	POCT.K8.1.P71800002771610210,POCT.K8.1.P71800002770590305
PDEC.223.1.P01450077,PDEC.223.1.P01070101	PJENN.M.1.P01920077,PJENN.M.1.P01890073	PNOV.TE.1.P10900005,PNOV.TE.1.P09050008	POCT.K8.1.P71800002771610210,POCT.K8.1.P71800002770590305
PDEC.223.1.P01070048	PJENN.M.1.P01920017,PJENN.M.1.P01890016	NA,PNOV.TE.1.P05760003	POCT.K8.1.P71800002770590357
PDEC.223.1.P01070123	PJENN.M.1.P01860074,NA	NA,PNOV.TE.1.P04580003	POCT.K8.1.P71800002770590286
PDEC.223.1.P01090033,PDEC.223.1.P00370059	PJENN.M.1.P00470082	PNOV.TE.1.P01280048,PNOV.TE.1.P00820030	POCT.K8.1.P71800002769910055,POCT.K8.1.P71800002769860073
PDEC.223.1.P01090046,PDEC.223.1.P00370050	PJENN.M.1.P00470094	PNOV.TE.1.P03620004,PNOV.TE.1.P00820037	POCT.K8.1.P71800002769910044,POCT.K8.1.P71800002769860081
PDEC.223.1.P01090058,PDEC.223.1.P00370040	PJENN.M.1.P00470104	PNOV.TE.1.P03620013,PNOV.TE.1.P00820047	POCT.K8.1.P71800002769910034,POCT.K8.1.P71800002769860088
PDEC.223.1.P01090074,PDEC.223.1.P00370027	PJENN.M.1.P00470121	PNOV.TE.1.P03620026,PNOV.TE.1.P00820061	POCT.K8.1.P71800002769910021,POCT.K8.1.P71800002769860100
PDEC.223.1.P01100074,PDEC.223.1.P00080217	PJENN.M.1.P01040027	PNOV.TE.1.P00230028,PNOV.TE.1.P00180019	POCT.K8.1.P71800002770820034,POCT.K8.1.P71800002770670080
PDEC.223.1.P01100037,PDEC.223.1.P00080173	PJENN.M.1.P01040070	PNOV.TE.1.P00180063	POCT.K8.1.P71800002770820068,POCT.K8.1.P71800002770670033
PDEC.223.1.P01110007,PDEC.223.1.P01060008	PJENN.M.1.P00600157,PJENN.M.1.P00560145	PNOV.TE.1.P00250014,PNOV.TE.1.P00130143	POCT.K8.1.P71800002769320064,POCT.K8.1.P71800002769450086
PDEC.223.1.P01110010,PDEC.223.1.P01060013	PJENN.M.1.P00600154,PJENN.M.1.P00560139	PNOV.TE.1.P00250017,PNOV.TE.1.P00130138	POCT.K8.1.P71800002769320067,POCT.K8.1.P71800002769450091
PDEC.223.1.P01110028,PDEC.223.1.P01060032	PJENN.M.1.P00600133,PJENN.M.1.P00560120	PNOV.TE.1.P00250034,PNOV.TE.1.P00130118	POCT.K8.1.P71800002769320085,POCT.K8.1.P71800002769450110
PDEC.223.1.P01110034,PDEC.223.1.P01060037	PJENN.M.1.P00600127,PJENN.M.1.P00560114	PNOV.TE.1.P00250040,PNOV.TE.1.P00130113	POCT.K8.1.P71800002769320091,POCT.K8.1.P71800002769450115
PDEC.223.1.P01110034,PDEC.223.1.P01060037	PJENN.M.1.P00600127,PJENN.M.1.P00560114	PNOV.TE.1.P00250040,PNOV.TE.1.P00130113	POCT.K8.1.P71800002769320091,POCT.K8.1.P71800002769450115
PDEC.223.1.P01110041,PDEC.223.1.P01060042	PJENN.M.1.P00600119,PJENN.M.1.P00560110	PNOV.TE.1.P00250047,PNOV.TE.1.P00130109	POCT.K8.1.P71800002769320098,POCT.K8.1.P71800002769450119
PDEC.223.1.P01110075	PJENN.M.1.P00560070	PNOV.TE.1.P00250082	POCT.K8.1.P71800002769320134
PDEC.223.1.P01110076,PDEC.223.1.P01060081	PJENN.M.1.P00600075,PJENN.M.1.P00560069	PNOV.TE.1.P00250083,PNOV.TE.1.P00130067	POCT.K8.1.P71800002769320135,POCT.K8.1.P71800002769450160
PDEC.223.1.P01110086,PDEC.223.1.P01060092	PJENN.M.1.P00600060,PJENN.M.1.P00560059	PNOV.TE.1.P00250090,PNOV.TE.1.P00130056	POCT.K8.1.P71800002769320142,POCT.K8.1.P71800002769450171
PDEC.223.1.P01110087,PDEC.223.1.P01060094	PJENN.M.1.P00600058,PJENN.M.1.P00560057	PNOV.TE.1.P00250091,PNOV.TE.1.P00130054	POCT.K8.1.P71800002769320143,POCT.K8.1.P71800002769450173
PDEC.223.1.P01110087,PDEC.223.1.P01060094	PJENN.M.1.P00600058,PJENN.M.1.P00560057	PNOV.TE.1.P00250091,PNOV.TE.1.P00130054	POCT.K8.1.P71800002769320143,POCT.K8.1.P71800002769450173
PDEC.223.1.P01110097	PJENN.M.1.P00600045,PJENN.M.1.P00560045	PNOV.TE.1.P00250100	POCT.K8.1.P71800002769320153
PDEC.223.1.P01110112,PDEC.223.1.P01060123	PJENN.M.1.P00600027,PJENN.M.1.P00560032	PNOV.TE.1.P00250114,PNOV.TE.1.P00130027	POCT.K8.1.P71800002769320169,POCT.K8.1.P71800002769450201
PDEC.223.1.P01110112,PDEC.223.1.P01060123	PJENN.M.1.P00600027,PJENN.M.1.P00560032	PNOV.TE.1.P00250114,PNOV.TE.1.P00130027	POCT.K8.1.P71800002769320169,POCT.K8.1.P71800002769450201
PDEC.223.1.P01110023,PDEC.223.1.P01060027	PJENN.M.1.P00600140,PJENN.M.1.P00560125	PNOV.TE.1.P00250029,PNOV.TE.1.P00130123	POCT.K8.1.P71800002769320080,POCT.K8.1.P71800002769450105
PDEC.223.1.P01060040,PDEC.223.1.P01110038	PJENN.M.1.P00600122	PNOV.TE.1.P00250044	POCT.K8.1.P71800002769320095
PDEC.223.1.P01110044,PDEC.223.1.P01060046	PJENN.M.1.P00600115,PJENN.M.1.P00560106	PNOV.TE.1.P00250050	POCT.K8.1.P71800002769320101,POCT.K8.1.P71800002769450124
PDEC.223.1.P01110058,PDEC.223.1.P01060062	PJENN.M.1.P00600097,PJENN.M.1.P00560093	PNOV.TE.1.P00250064,PNOV.TE.1.P00130089	POCT.K8.1.P71800002769320116,POCT.K8.1.P71800002769450140
PDEC.223.1.P01110064	PJENN.M.1.P00560087	PNOV.TE.1.P00250070,PNOV.TE.1.P00130084	POCT.K8.1.P71800002769320123,POCT.K8.1.P71800002769450145
PDEC.223.1.P01110065	PJENN.M.1.P00600089,PJENN.M.1.P00560085	PNOV.TE.1.P00250071	POCT.K8.1.P71800002769320124
PDEC.223.1.P01110067,PDEC.223.1.P01060073	PJENN.M.1.P00600084,PJENN.M.1.P00560080	PNOV.TE.1.P00250075,PNOV.TE.1.P00130078	POCT.K8.1.P71800002769320126,POCT.K8.1.P71800002769450152
PDEC.223.1.P01110088,PDEC.223.1.P01060095	PJENN.M.1.P00600057,PJENN.M.1.P00560056	PNOV.TE.1.P00250092,PNOV.TE.1.P00130053	POCT.K8.1.P71800002769320144,POCT.K8.1.P71800002769450174
PDEC.223.1.P01110094	PJENN.M.1.P00600048,PJENN.M.1.P00560047	PNOV.TE.1.P00250097	POCT.K8.1.P71800002769320150
PDEC.223.1.P01110100,PDEC.223.1.P01060108	PJENN.M.1.P00600042,PJENN.M.1.P00560043	PNOV.TE.1.P00250103,PNOV.TE.1.P00130041	POCT.K8.1.P71800002769320156,POCT.K8.1.P71800002769450188
PDEC.223.1.P01120093,PDEC.223.1.P01780087	PJENN.M.1.P02730021,PJENN.M.1.P02460025	PNOV.TE.1.P01120024,PNOV.TE.1.P01680014	POCT.K8.1.P71800002770690022,POCT.K8.1.P71800002770270092
PDEC.223.1.P01120093,PDEC.223.1.P01780087	PJENN.M.1.P02730021,PJENN.M.1.P02460025	PNOV.TE.1.P01120024,PNOV.TE.1.P01680014	POCT.K8.1.P71800002770690022,POCT.K8.1.P71800002770270092
PDEC.223.1.P01120095,PDEC.223.1.P01780089	PJENN.M.1.P02730019,PJENN.M.1.P02460023	PNOV.TE.1.P01120022,PNOV.TE.1.P01680012	POCT.K8.1.P71800002770690020,POCT.K8.1.P71800002770270094
PDEC.223.1.P01120097,PDEC.223.1.P01780092	PJENN.M.1.P02730017,PJENN.M.1.P02460020	PNOV.TE.1.P01120020,PNOV.TE.1.P01680009	POCT.K8.1.P71800002770690018,POCT.K8.1.P71800002770270097
PDEC.223.1.P01120073,PDEC.223.1.P01780069	PJENN.M.1.P02730046,PJENN.M.1.P02460046	PNOV.TE.1.P01120044,PNOV.TE.1.P01680036	POCT.K8.1.P71800002770690040,POCT.K8.1.P71800002770270075
PDEC.223.1.P01120076,PDEC.223.1.P01780072	PJENN.M.1.P02730042,PJENN.M.1.P02460044	PNOV.TE.1.P01120040,PNOV.TE.1.P01680033	POCT.K8.1.P71800002770690038,POCT.K8.1.P71800002770270078
PDEC.223.1.P02210070,PDEC.223.1.P01130013	PJENN.M.1.P00730069,PJENN.M.1.P01380073	PNOV.TE.1.P05750011,PNOV.TE.1.P05710013	POCT.K8.1.P71800002769810104,NA
PDEC.223.1.P01140022,PDEC.223.1.P00200115	PJENN.M.1.P01480094,PJENN.M.1.P01310106	PNOV.TE.1.P03810012,PNOV.TE.1.P00890077	POCT.K8.1.P71800002770090089,POCT.K8.1.P71800002770520107
PDEC.223.1.P01140035,PDEC.223.1.P00200126	PJENN.M.1.P01480086,PJENN.M.1.P01310094	PNOV.TE.1.P03810008,PNOV.TE.1.P00890068	POCT.K8.1.P71800002770090083,POCT.K8.1.P71800002770520118
PDEC.223.1.P01140039,PDEC.223.1.P00200129	PJENN.M.1.P01480082,PJENN.M.1.P01310092	PNOV.TE.1.P03810004,PNOV.TE.1.P00890065	POCT.K8.1.P71800002770090079,POCT.K8.1.P71800002770520121
PDEC.223.1.P01140049,PDEC.223.1.P00200137	PJENN.M.1.P01480072,PJENN.M.1.P01310083	PNOV.TE.1.P02960008,PNOV.TE.1.P00890058	POCT.K8.1.P71800002770090068,POCT.K8.1.P71800002770520129
PDEC.223.1.P01140058	PJENN.M.1.P01480063,PJENN.M.1.P01310072	PNOV.TE.1.P02960017,NA	POCT.K8.1.P71800002770090059
PDEC.223.1.P01140068,PDEC.223.1.P00200158	PJENN.M.1.P01480053,PJENN.M.1.P01310059	PNOV.TE.1.P02960026,PNOV.TE.1.P06030005	POCT.K8.1.P71800002770090048,POCT.K8.1.P71800002770520151
PDEC.223.1.P01140015	PJENN.M.1.P04530002,PJENN.M.1.P03740002	PNOV.TE.1.P07420009,NA	POCT.K8.1.P71800002770090107
PDEC.223.1.P01140020,PDEC.223.1.P00200113	PJENN.M.1.P01480096,PJENN.M.1.P01310107	PNOV.TE.1.P03810021,PNOV.TE.1.P00890079	POCT.K8.1.P71800002770090102,POCT.K8.1.P71800002770520106
PDEC.223.1.P01140040,PDEC.223.1.P00200130	PJENN.M.1.P01480081,PJENN.M.1.P01310091	PNOV.TE.1.P03810003,PNOV.TE.1.P00890064	POCT.K8.1.P71800002770090078,POCT.K8.1.P71800002770520122
PDEC.223.1.P01140065,PDEC.223.1.P00200155	PJENN.M.1.P01480056,PJENN.M.1.P01310061	PNOV.TE.1.P02960024,PNOV.TE.1.P06030002	POCT.K8.1.P71800002770090052,POCT.K8.1.P71800002770520147
PDEC.223.1.P01140079,PDEC.223.1.P00200167	PJENN.M.1.P01480042,PJENN.M.1.P01310047	PNOV.TE.1.P02960037,PNOV.TE.1.P06030013	POCT.K8.1.P71800002770090038,POCT.K8.1.P71800002770520160
PDEC.223.1.P01150037	PJENN.M.1.P00310193,PJENN.M.1.P00370012	PNOV.TE.1.P01820038,PNOV.TE.1.P02400036	POCT.K8.1.P71800002770560162
PDEC.223.1.P01150053,PDEC.223.1.P02140035	PJENN.M.1.P00370028	PNOV.TE.1.P01820054,PNOV.TE.1.P02400052	POCT.K8.1.P71800002770560146,POCT.K8.1.P71800002770060148
PDEC.223.1.P01150061,PDEC.223.1.P02140025	PJENN.M.1.P00310171,PJENN.M.1.P00370038	PNOV.TE.1.P01820061,PNOV.TE.1.P02400061	POCT.K8.1.P71800002770560138,POCT.K8.1.P71800002770060158
PDEC.223.1.P01150064,PDEC.223.1.P02140021	PJENN.M.1.P00310167,PJENN.M.1.P00370041	PNOV.TE.1.P00480089,PNOV.TE.1.P02250041	POCT.K8.1.P71800002770560135,POCT.K8.1.P71800002770060162
PDEC.223.1.P01150064,PDEC.223.1.P02140021	PJENN.M.1.P00310167,PJENN.M.1.P00370041	PNOV.TE.1.P00480089,PNOV.TE.1.P02250041	POCT.K8.1.P71800002770560135,POCT.K8.1.P71800002770060162
PDEC.223.1.P01150071,PDEC.223.1.P02140010	PJENN.M.1.P00310156,PJENN.M.1.P00370051	PNOV.TE.1.P00480083,PNOV.TE.1.P02250031	POCT.K8.1.P71800002770560128,POCT.K8.1.P71800002770060172
PDEC.223.1.P01150104	PJENN.M.1.P00310121	PNOV.TE.1.P00480051	POCT.K8.1.P71800002770560093
PDEC.223.1.P01150012,PDEC.223.1.P02140076	PJENN.M.1.P01180114,PJENN.M.1.P01230017	PNOV.TE.1.P01820012,PNOV.TE.1.P02400011	POCT.K8.1.P71800002770560189,POCT.K8.1.P71800002770060108
PDEC.223.1.P01150026,PDEC.223.1.P02140062	PJENN.M.1.P01180131,PJENN.M.1.P01230002	PNOV.TE.1.P01820025,PNOV.TE.1.P02400023	POCT.K8.1.P71800002770560175,POCT.K8.1.P71800002770060122
PDEC.223.1.P01150032,PDEC.223.1.P02140057	PJENN.M.1.P00310200,PJENN.M.1.P00370005	PNOV.TE.1.P01820032,PNOV.TE.1.P02400028	POCT.K8.1.P71800002770560169,POCT.K8.1.P71800002770060127
PDEC.223.1.P01150042,PDEC.223.1.P02140046	PJENN.M.1.P00370018	PNOV.TE.1.P01820043,PNOV.TE.1.P02400040	POCT.K8.1.P71800002770560157,POCT.K8.1.P71800002770060137
PDEC.223.1.P01150074,PDEC.223.1.P02140008	PJENN.M.1.P00310154,PJENN.M.1.P00370055	PNOV.TE.1.P00480080,PNOV.TE.1.P02250029	POCT.K8.1.P71800002770560125,POCT.K8.1.P71800002770060174
PDEC.223.1.P01150077,NA	PJENN.M.1.P00310150	PNOV.TE.1.P00480077	POCT.K8.1.P71800002770560122
PDEC.223.1.P01160011,PDEC.223.1.P00020238	PJENN.M.1.P00070136,PJENN.M.1.P00110128	PNOV.TE.1.P00640055,PNOV.TE.1.P00020119	POCT.K8.1.P71800002770170098,POCT.K8.1.P71800002770480120
PDEC.223.1.P01160016,PDEC.223.1.P00020240	PJENN.M.1.P00070133,PJENN.M.1.P00110125	PNOV.TE.1.P00640060,PNOV.TE.1.P00020117	POCT.K8.1.P71800002770170092,POCT.K8.1.P71800002770480118
